aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
 ,아스하임(111-102),2018, , , ,"24,500",30,3,2020, , ,15.14,19,111-102,N, ,11215, ,화양동
 ,자양현대5,1998, , , ,"70,000",25,3,2020, , ,59.72,2,642,N, ,11215, ,자양동
 ,래미안파크스위트,2018, ,20.09.23,O,"125,000",25,3,2020, , ,84.98,3,668,N, ,11215, ,구의동
 ,성원,1998, , , ,"51,000",30,4,2020, , ,84.98,22,681,N, ,11215, ,중곡동
 ,더샵스타시티,2007, , , ,"156,000",30,4,2020, , ,139.54,25,227-7,N, ,11215, ,자양동
 ,그랑,2003, , , ,"45,000",29,4,2020, , ,81.1,2,51-31,N, ,11215, ,중곡동
 ,스카이빌1차,2001, , , ,"47,000",30,4,2020, , ,84.24,2,767,N, ,11215, ,자양동
 ,브라운스톤,2006, , , ,"57,500",25,4,2020, , ,65.09,7,21-2,N, ,11215, ,화양동
 ,웰빙,2007, , , ,"44,500",28,4,2020, , ,83.66,7,35-10,N, ,11215, ,중곡동
 ,캠퍼스프라자,1999, , , ,"43,000",20,4,2020, , ,72.69,8,9-91,N, ,11215, ,화양동
 ,아차산포레안,2010, , , ,"73,000",23,4,2020, , ,59.63,5,663,N, ,11215, ,구의동
 ,일성파크,1996, , , ,"54,700",26,4,2020, , ,59.96,15,99,N, ,11215, ,군자동
 ,더샵스타시티,2007, , , ,"188,000",18,4,2020, , ,139.6,50,227-7,N, ,11215, ,자양동
 ,광나루현대,1996, , , ,"87,000",27,5,2020, , ,84.92,2,567,N, ,11215, ,광장동
 ,래미안파크스위트,2018, , , ,"127,500",30,5,2020, , ,84.98,11,668,N, ,11215, ,구의동
 ,더샵스타시티,2007, , , ,"120,000",26,5,2020, , ,100.32,36,227-7,N, ,11215, ,자양동
 ,래미안파크스위트,2018, ,20.06.29,O,"127,500",30,5,2020, , ,84.98,11,668,N, ,11215, ,구의동
 ,테라팰리스중곡1,2017, , , ,"49,000",28,5,2020, , ,71.803,6,624-19,N, ,11215, ,중곡동
 ,워커힐,1978, , , ,"230,000",14,5,2020, , ,196.0,4,145-8,N, ,11215, ,광장동
 ,더샵스타시티,2007, , , ,"153,000",26,5,2020, , ,127.95,44,227-7,N, ,11215, ,자양동
 ,더샵스타시티,2007, ,20.06.26,O,"120,000",26,5,2020, , ,100.32,36,227-7,N, ,11215, ,자양동
 ,삼성로얄,2002, , , ,"43,000",27,5,2020, , ,84.84,5,109-9,N, ,11215, ,중곡동
 ,우성3,1989, , , ,"115,000",30,5,2020, , ,84.91,2,516,N, ,11215, ,자양동
 ,광장자이,2008, , , ,"172,500",16,6,2020, , ,158.26,2,581,N, ,11215, ,광장동
 ,현대8(803동),1996, , , ,"129,500",27,6,2020, , ,84.95,12,569,N, ,11215, ,광장동
 ,구의현대7단지현대홈타운,1997, , , ,"110,000",30,6,2020, , ,84.99,11,587-54,N, ,11215, ,구의동
 ,더샵스타시티,2007, , , ,"155,000",28,6,2020, , ,119.41,30,227-7,N, ,11215, ,자양동
 ,현대3,1990, , , ,"94,000",27,6,2020, , ,59.67,5,484,N, ,11215, ,광장동
 ,현대3,1990, , , ,"139,500",27,6,2020, , ,84.97,9,484,N, ,11215, ,광장동
 ,한강우성,1993, , , ,"117,000",24,6,2020, , ,84.72,9,87-1,N, ,11215, ,자양동
 ,이튼타워리버5차,2009, , , ,"145,000",27,6,2020, , ,84.98,11,856,N, ,11215, ,자양동
 ,삼성광장1,1987, , , ,"95,000",27,6,2020, , ,66.03,8,561,N, ,11215, ,광장동
 ,자양현대5,1998, , , ,"130,000",30,6,2020, , ,114.63,23,642,N, ,11215, ,자양동
 ,브라운스톤,2006, , , ,"59,500",22,7,2020, , ,65.09,10,21-2,N, ,11215, ,화양동
 ,광진We’vePark,2008, , , ,"98,000",4,7,2020, , ,130.35,8,503,N, ,11215, ,군자동
 ,청구,1996, , , ,"120,000",2,7,2020, , ,84.86,17,566,N, ,11215, ,광장동
 ,한양,1983, , , ,"177,000",31,7,2020, , ,157.87,4,695,N, ,11215, ,자양동
 ,극동1,1985, , , ,"155,000",31,7,2020, , ,84.55,6,218-1,N, ,11215, ,광장동
 ,현대프라임,1997, , , ,"103,000",28,7,2020, , ,59.82,15,631-1,N, ,11215, ,구의동
 ,워커힐푸르지오,1987, , , ,"114,000",24,7,2020, , ,92.4,7,148-4,N, ,11215, ,광장동
 ,워커힐푸르지오,1987, , , ,"83,000",28,7,2020, , ,69.0,4,148-4,N, ,11215, ,광장동
 ,자양우성7,1998, , , ,"92,000",27,7,2020, , ,59.94,9,783-1,N, ,11215, ,자양동
 ,현대프라임,1997, , , ,"95,000",23,7,2020, , ,59.82,11,631-1,N, ,11215, ,구의동
 ,청구,1996, , , ,"92,000",17,8,2020, , ,59.95,1,566,N, ,11215, ,광장동
 ,에스케이,1999, , , ,"59,000",25,8,2020, , ,58.43,13,292,N, ,11215, ,중곡동
 ,광나루현대,1996, , , ,"104,200",22,8,2020, , ,84.92,10,567,N, ,11215, ,광장동
 ,삼성쉐르빌,2001, , , ,"85,000",31,8,2020, , ,84.94,20,199-18,N, ,11215, ,구의동
 ,광장자이,2008, , , ,"194,000",31,8,2020, , ,158.26,10,581,N, ,11215, ,광장동
 ,더샵스타시티,2007, , , ,"154,000",8,8,2020, , ,100.32,49,227-7,N, ,11215, ,자양동
 ,광장현대9단지,1999, , , ,"110,000",29,8,2020, , ,59.97,7,576,N, ,11215, ,광장동
 ,더샵스타시티,2007, , , ,"165,000",27,8,2020, , ,139.6,15,227-7,N, ,11215, ,자양동
 ,극동2,1989, , , ,"140,000",27,8,2020, , ,75.55,5,218-1,N, ,11215, ,광장동
 ,광나루현대,1996, , , ,"118,000",22,8,2020, , ,84.92,19,567,N, ,11215, ,광장동
 ,현대5,1989, , , ,"116,300",26,9,2020, , ,59.67,4,554-7,N, ,11215, ,광장동
 ,신성그랜드타워,1996, , , ,"66,500",24,9,2020, , ,154.08,3,231-1,N, ,11215, ,중곡동
 ,현대5,1989, , , ,"114,500",27,9,2020, , ,59.67,7,554-7,N, ,11215, ,광장동
 ,워커힐,1978, , , ,"228,000",24,9,2020, , ,196.0,12,145-8,N, ,11215, ,광장동
 ,유진스웰,2011, , , ,"148,000",28,9,2020, , ,136.684,13,121,N, ,11215, ,광장동
 ,현대프라임,1997, , , ,"146,500",22,9,2020, , ,84.99,25,631-1,N, ,11215, ,구의동
 ,극동2,1989, , , ,"139,500",23,9,2020, , ,75.55,5,218-1,N, ,11215, ,광장동
 ,이튼타워리버1차,2006, , , ,"130,000",25,9,2020, , ,84.59,18,510-5,N, ,11215, ,자양동
 ,광장현대9단지,1999, , , ,"110,000",23,9,2020, , ,59.97,11,576,N, ,11215, ,광장동
 ,광진동양파라곤1단지,2008, , , ,"94,000",25,9,2020, , ,127.56,11,360-20,N, ,11215, ,군자동
 ,한솔리베르,2002, , , ,"96,700",14,10,2020, , ,61.26,21,672,N, ,11215, ,자양동
 ,현대프라임,1997, , , ,"190,000",30,10,2020, , ,183.87,17,631-1,N, ,11215, ,구의동
 ,더샵스타시티,2007, , , ,"195,000",31,10,2020, , ,139.6,42,227-7,N, ,11215, ,자양동
 ,구의현대2단지,1996, , , ,"145,000",31,10,2020, , ,84.91,14,611,N, ,11215, ,구의동
 ,우성1,1988, ,21.02.02,O,"119,500",28,10,2020, , ,79.75,14,579,N, ,11215, ,자양동
 ,테라팰리스건대2차,2018, , , ,"66,700",23,10,2020, , ,52.88,6,860,N, ,11215, ,자양동
 ,파르네빌,2008, , , ,"129,500",29,10,2020, , ,157.26,6,587-58,N, ,11215, ,구의동
 ,(246-11),2001, , , ,"57,000",24,10,2020, , ,80.47,3,246-11,N, ,11215, ,능동
 ,자양삼성,1999, , , ,"80,000",26,10,2020, , ,59.76,4,787,N, ,11215, ,자양동
 ,우성6,1992, , , ,"115,000",26,10,2020, , ,84.72,3,515-1,N, ,11215, ,자양동
 ,현대프라임,1997, , , ,"102,000",3,11,2020, , ,59.82,2,631-1,N, ,11215, ,구의동
 ,와이엠프라젠스파,2005, , , ,"59,000",29,11,2020, , ,56.13,3,663-21,N, ,11215, ,자양동
 ,광진동양파라곤2단지,2008, , , ,"75,000",10,11,2020, , ,72.5,5,358-9,N, ,11215, ,군자동
 ,"현대8(801동,802동)",1995, , , ,"155,300",28,11,2020, , ,84.92,16,565,N, ,11215, ,광장동
 ,청구,1996, , , ,"135,000",12,11,2020, , ,84.86,11,566,N, ,11215, ,광장동
 ,현대프라임,1997, , , ,"148,000",28,11,2020, , ,84.99,5,631-1,N, ,11215, ,구의동
 ,현대프라임,1997, , , ,"146,500",28,11,2020, , ,84.99,26,631-1,N, ,11215, ,구의동
 ,워커힐푸르지오,1987, , , ,"123,500",26,11,2020, , ,92.4,3,148-4,N, ,11215, ,광장동
 ,구의현대2단지,1996, , , ,"150,000",24,11,2020, , ,84.91,17,611,N, ,11215, ,구의동
 ,구의현대2단지,1996, , , ,"135,000",28,11,2020, , ,84.91,7,611,N, ,11215, ,구의동
 ,자양우성7,1998, , , ,"139,000",16,12,2020, , ,84.93,15,783-1,N, ,11215, ,자양동
 ,우성5,1990, , , ,"113,000",8,12,2020, , ,84.72,7,553-41,N, ,11215, ,자양동
 ,에스케이,1999, , , ,"54,800",29,12,2020, , ,58.43,1,292,N, ,11215, ,중곡동
 ,워커힐푸르지오,1987, , , ,"119,500",30,12,2020, , ,92.4,5,148-4,N, ,11215, ,광장동
 ,구의현대2단지,1996, , , ,"145,500",29,12,2020, , ,84.91,12,611,N, ,11215, ,구의동
 ,래미안파크스위트,2018, , , ,"125,000",27,12,2020, , ,59.98,9,668,N, ,11215, ,구의동
 ,현대프라임,1997, , , ,"105,000",26,12,2020, , ,59.82,5,631-1,N, ,11215, ,구의동
 ,우성1,1988, , , ,"98,000",25,12,2020, , ,59.91,7,579,N, ,11215, ,자양동
 ,아차산한라아파트,2009, , , ,"64,600",31,12,2020, , ,74.19,2,662,N, ,11215, ,구의동
 ,현대프라임,1997, , , ,"155,000",26,12,2020, , ,84.99,19,631-1,N, ,11215, ,구의동
 ,현대3,1996, , , ,"117,000",19,1,2021, , ,84.9,10,670,N, ,11215, ,자양동
 ,자양삼성,1999, , , ,"135,000",29,1,2021, , ,84.96,14,787,N, ,11215, ,자양동
 ,현대파크빌,2000, , , ,"160,000",30,1,2021, , ,84.51,14,577,N, ,11215, ,광장동
 ,삼성쉐르빌,2001, , , ,"148,000",30,1,2021, , ,132.77,7,199-18,N, ,11215, ,구의동
 ,현대8(803동),1996, ,21.04.21,O,"121,000",30,1,2021, , ,59.94,2,569,N, ,11215, ,광장동
 ,로얄동아,1999, , , ,"147,900",29,1,2021, , ,114.28,8,644,N, ,11215, ,자양동
 ,구의현대2단지,1996, , , ,"149,900",29,1,2021, , ,84.86,10,611,N, ,11215, ,구의동
 ,극동1,1985, , , ,"197,500",30,1,2021, , ,126.94,2,218-1,N, ,11215, ,광장동
 ,"현대8(801동,802동)",1995, , , ,"155,000",13,1,2021, , ,84.92,17,565,N, ,11215, ,광장동
 ,현대5,1989, , , ,"161,250",27,1,2021, , ,74.88,12,554-7,N, ,11215, ,광장동
 ,자양현대6,1999, , , ,"143,000",20,2,2021, , ,114.98,1,786,N, ,11215, ,자양동
 ,새한,2000, , , ,"110,000",18,2,2021, , ,84.91,7,656,N, ,11215, ,구의동
 ,현대8(803동),1996, , , ,"120,000",3,2,2021, , ,59.94,7,569,N, ,11215, ,광장동
 ,대성빌라트(552-6),2000, , , ,"37,500",27,2,2021, , ,81.69,3,552-6,N, ,11215, ,구의동
 ,현대3,1996, , , ,"109,800",27,2,2021, , ,84.9,3,670,N, ,11215, ,자양동
 ,현대8(803동),1996, , , ,"119,000",25,2,2021, , ,59.94,13,569,N, ,11215, ,광장동
 ,현대파크빌,2000, ,21.08.05,O,"167,000",28,2,2021, , ,84.81,22,577,N, ,11215, ,광장동
 ,현대프라임,1997, , , ,"140,000",26,2,2021, , ,84.99,1,631-1,N, ,11215, ,구의동
 ,현대강변,1991, , , ,"103,900",23,2,2021, , ,81.94,6,673,N, ,11215, ,자양동
 ,새한,2000, ,21.05.18,O,"110,000",19,2,2021, , ,84.91,7,656,N, ,11215, ,구의동
 ,워커힐 팰리스,2005, ,21.08.06,O,"125,000",2,3,2021, , ,133.83,12,125,N, ,11215, ,광장동
 ,아차산포레안,2010, , , ,"90,000",31,3,2021, , ,59.63,8,663,N, ,11215, ,구의동
 ,명성,2003, , , ,"33,500",30,3,2021, , ,44.2,4,237-5,N, ,11215, ,구의동
 ,이튼타워리버3차,2007, , , ,"140,000",30,3,2021, , ,84.98,13,855,N, ,11215, ,자양동
 ,워커힐,1978, , , ,"215,000",31,3,2021, , ,162.41,6,145-8,N, ,11215, ,광장동
 ,광진동양파라곤1단지,2008, , , ,"112,900",27,3,2021, , ,124.65,15,360-20,N, ,11215, ,군자동
 ,대원캐슬빌,2012, , , ,"40,000",29,3,2021, , ,48.46,5,624-45,N, ,11215, ,자양동
 ,삼성광장2,1989, , , ,"123,000",27,3,2021, , ,69.06,14,453-1,N, ,11215, ,광장동
 ,워커힐,1978, , , ,"238,000",25,3,2021, , ,166.91,9,145-8,N, ,11215, ,광장동
 ,파크타운,2015, , , ,"64,500",24,3,2021, , ,55.07,9,665,N, ,11215, ,구의동
 ,광진동양파라곤2단지,2008, , , ,"99,000",23,4,2021, , ,81.17,12,358-9,N, ,11215, ,군자동
 ,우성2,1989, , , ,"117,000",24,4,2021, , ,64.79,15,520-2,N, ,11215, ,자양동
 ,현대홈타운12차,2004, , , ,"215,000",26,4,2021, , ,143.86,3,580,N, ,11215, ,광장동
 ,욱현,2002, , , ,"48,000",21,4,2021, , ,80.88,3,90-18,N, ,11215, ,중곡동
 ,일성파크,1996, , , ,"74,000",23,4,2021, , ,59.96,6,99,N, ,11215, ,군자동
 ,구의현대7단지현대홈타운,1997, , , ,"93,200",28,4,2021, , ,59.97,10,587-54,N, ,11215, ,구의동
 ,광나루현대,1996, , , ,"119,000",29,4,2021, , ,84.92,17,567,N, ,11215, ,광장동
 ,로얄동아,1999, , , ,"125,000",24,4,2021, , ,84.75,16,644,N, ,11215, ,자양동
 ,자양동현대,1993, , , ,"114,500",26,4,2021, , ,83.11,5,645-5,N, ,11215, ,자양동
 ,현대파크빌,2000, , , ,"160,000",24,4,2021, , ,84.81,13,577,N, ,11215, ,광장동
 ,브라운스톤,2006, , , ,"66,000",31,5,2021, , ,58.24,10,21-2,N, ,11215, ,화양동
 ,현대프라임,1997, , , ,"217,000",28,5,2021, , ,126.66,7,631-1,N, ,11215, ,구의동
 ,로얄동아,1999, , , ,"92,000",27,5,2021, , ,59.91,14,644,N, ,11215, ,자양동
 ,화양현대,1999, , , ,"94,500",31,5,2021, , ,84.77,1,234,N, ,11215, ,화양동
 ,자양우성7,1998, , , ,"138,500",27,5,2021, , ,84.93,11,783-1,N, ,11215, ,자양동
 ,로얄동아,1999, , , ,"120,000",26,5,2021, , ,84.83,18,644,N, ,11215, ,자양동
 ,청구,1996, , , ,"151,000",29,5,2021, , ,84.86,19,566,N, ,11215, ,광장동
 ,현대프라임,1997, , , ,"162,900",25,5,2021, , ,84.99,11,631-1,N, ,11215, ,구의동
 ,한강우성,1993, , , ,"150,000",22,5,2021, , ,84.72,23,87-1,N, ,11215, ,자양동
 ,구의현대2단지,1996, , , ,"160,000",25,5,2021, , ,84.91,7,611,N, ,11215, ,구의동
 ,구의현대2단지,1996, , , ,"154,000",30,6,2021, , ,84.75,14,611,N, ,11215, ,구의동
 ,중곡2단지,1976, , , ,"56,000",23,6,2021, , ,55.87,4,190-26,N, ,11215, ,중곡동
 ,화양현대,1999, , , ,"85,000",28,6,2021, , ,59.97,4,234,N, ,11215, ,화양동
 ,더샵스타시티,2007, , , ,"230,000",28,6,2021, , ,139.54,37,227-7,N, ,11215, ,자양동
 ,청구,1996, , , ,"110,900",29,6,2021, , ,59.95,22,566,N, ,11215, ,광장동
 ,현대5,1989, , , ,"163,000",22,6,2021, , ,74.88,18,554-7,N, ,11215, ,광장동
 ,캠퍼스프라자,1999, , , ,"44,400",29,6,2021, , ,72.69,6,9-91,N, ,11215, ,화양동
 ,자양2현대,1995, , , ,"142,000",26,6,2021, , ,84.88,9,761,N, ,11215, ,자양동
 ,화양현대,1999, , , ,"83,850",27,6,2021, , ,59.99,4,234,N, ,11215, ,화양동
 ,현대파크빌,2000, , , ,"167,000",21,6,2021, , ,84.81,11,577,N, ,11215, ,광장동
 ,현대8(803동),1996, , , ,"118,500",28,7,2021, , ,59.94,2,569,N, ,11215, ,광장동
 ,극동2,1989, , , ,"164,900",31,7,2021, , ,75.55,8,218-1,N, ,11215, ,광장동
 ,로얄동아,1999, , , ,"84,000",30,7,2021, , ,59.91,1,644,N, ,11215, ,자양동
 ,자양8차현대홈타운,2002, , , ,"148,000",29,7,2021, , ,80.47,9,789,N, ,11215, ,자양동
 ,에스케이,1999, , , ,"70,000",29,7,2021, , ,58.43,16,292,N, ,11215, ,중곡동
 ,현대5,1989, , , ,"148,000",31,7,2021, , ,59.67,10,554-7,N, ,11215, ,광장동
 ,일성파크,1996, , , ,"72,500",31,7,2021, , ,59.96,1,99,N, ,11215, ,군자동
 ,현대프라임,1997, , , ,"205,000",24,7,2021, , ,183.87,21,631-1,N, ,11215, ,구의동
 ,현대강변,1991, , , ,"109,000",26,7,2021, , ,81.94,3,673,N, ,11215, ,자양동
 ,현대3,1990, , , ,"134,500",28,7,2021, , ,74.92,2,484,N, ,11215, ,광장동
 ,우성4,1989, , , ,"130,000",9,8,2021, , ,84.91,8,578,N, ,11215, ,자양동
 ,로얄동아,1999, , , ,"94,300",18,8,2021, , ,59.91,7,644,N, ,11215, ,자양동
 ,현대프라임,1997, , , ,"162,000",2,8,2021, , ,84.99,14,631-1,N, ,11215, ,구의동
 ,자양2현대,1995, , , ,"143,000",19,8,2021, , ,84.81,6,761,N, ,11215, ,자양동
 ,광진하나플러스,2005, , , ,"80,000",19,8,2021, , ,84.66,3,811,N, ,11215, ,자양동
 ,현대파크빌,2000, , , ,"172,500",21,8,2021, , ,84.81,22,577,N, ,11215, ,광장동
 ,광장힐스테이트,2012, , , ,"266,000",28,8,2021, , ,130.17,23,582,N, ,11215, ,광장동
 ,자양삼성,1999, , , ,"148,000",31,8,2021, , ,84.96,7,787,N, ,11215, ,자양동
 ,현대3,1996, , , ,"149,000",20,8,2021, , ,84.9,16,670,N, ,11215, ,자양동
 ,자양8차현대홈타운,2002, , , ,"149,900",31,8,2021, , ,80.47,7,789,N, ,11215, ,자양동
 ,현대강변,1991, , , ,"130,000",7,9,2021, , ,82.08,7,673,N, ,11215, ,자양동
 ,자양훼밀리,2004, , , ,"78,000",18,9,2021, , ,84.52,2,678-8,N, ,11215, ,자양동
 ,더샵스타시티,2007, , , ,"189,000",28,9,2021, , ,96.98,29,227-7,N, ,11215, ,자양동
 ,구의현대2단지,1996, , , ,"168,500",25,9,2021, , ,84.88,17,611,N, ,11215, ,구의동
 ,구의청정,2004, , , ,"50,000",25,9,2021, , ,84.84,1,226-12,N, ,11215, ,구의동
 ,우성3,1989, , , ,"170,000",23,9,2021, , ,84.91,10,516,N, ,11215, ,자양동
 ,자양10차현대홈타운,2002, , , ,"145,000",24,9,2021, , ,84.46,4,792,N, ,11215, ,자양동
 ,성원쌍떼빌,2003, , , ,"56,000",28,9,2021, , ,79.02,5,29-1,N, ,11215, ,구의동
 ,욱현아파트,2003, , , ,"85,500",6,9,2021, , ,127.76,2,56-22,N, ,11215, ,구의동
 ,자양7차현대홈타운,2001, , , ,"127,000",18,9,2021, , ,59.94,13,788,N, ,11215, ,자양동
 ,극동2,1989, , , ,"177,500",22,10,2021, , ,84.55,4,218-1,N, ,11215, ,광장동
 ,엘림퍼스트중곡동,2021, , , ,"69,900",26,10,2021, , ,55.06,8,190-29,N, ,11215, ,중곡동
 ,청구,1996, , , ,"114,500",26,10,2021, , ,59.95,20,566,N, ,11215, ,광장동
 ,청구,1996, , , ,"115,500",29,10,2021, , ,59.95,17,566,N, ,11215, ,광장동
 ,극동1,1985, , , ,"270,000",22,10,2021, , ,156.92,8,218-1,N, ,11215, ,광장동
 ,현대파크빌,2000, , , ,"125,000",25,10,2021, , ,59.76,13,577,N, ,11215, ,광장동
 ,현대파크빌,2000, , , ,"176,000",21,10,2021, , ,84.81,20,577,N, ,11215, ,광장동
 ,이튼타워리버5차,2009, , , ,"218,000",30,10,2021, , ,122.55,17,856,N, ,11215, ,자양동
 ,자양우성7,1998, , , ,"126,700",19,10,2021, , ,59.94,20,783-1,N, ,11215, ,자양동
 ,욱현,2002, , , ,"44,500",14,10,2021, , ,75.08,2,90-18,N, ,11215, ,중곡동
 ,자양삼성,1999, , , ,"150,000",5,11,2021,중개거래,서울 광진구,84.96,22,787,N, ,11215, ,자양동
 ,신동아파밀리에,2007, , , ,"151,000",27,11,2021,중개거래,서울 광진구,84.78,2,250,N, ,11215, ,광장동
 ,더샵스타시티,2007, , , ,"144,450",18,11,2021,직거래, ,119.41,26,227-7,N, ,11215, ,자양동
 ,구의현대6단지,1994, , , ,"148,000",24,11,2021,중개거래,서울 광진구,84.84,23,610,N, ,11215, ,구의동
 ,우성1,1988, , , ,"98,500",22,11,2021,중개거래,서울 광진구,51.57,5,579,N, ,11215, ,자양동
 ,현대프라임,1997, , , ,"125,000",20,11,2021,중개거래,서울 광진구,59.82,13,631-1,N, ,11215, ,구의동
 ,현대5,1989, , , ,"148,500",16,11,2021,중개거래,서울 광진구,59.67,7,554-7,N, ,11215, ,광장동
 ,우성6,1992, , , ,"130,000",12,11,2021,중개거래,서울 광진구,84.72,2,515-1,N, ,11215, ,자양동
 ,한강현대,1993, , , ,"150,000",2,11,2021,중개거래,서울 광진구,83.45,21,829,N, ,11215, ,자양동
 ,한영해시안아파트,2017, , , ,"49,500",27,11,2021,중개거래,서울 광진구,58.1,5,238-6,N, ,11215, ,중곡동
 ,현대파크빌,2000, , , ,"145,000",28,12,2021,중개거래,서울 광진구,59.55,11,577,N, ,11215, ,광장동
 ,광진동양파라곤1단지,2008, , , ,"127,000",29,12,2021,중개거래,서울 광진구,124.65,10,360-20,N, ,11215, ,군자동
 ,한라아파트,1996, , , ,"105,000",25,12,2021,중개거래,서울 광진구,59.96,14,762,N, ,11215, ,자양동
 ,자양10차현대홈타운,2002, , , ,"145,000",11,12,2021,중개거래,서울 광진구,84.46,4,792,N, ,11215, ,자양동
 ,이튼타워리버1차,2006, , , ,"155,500",23,12,2021,중개거래,서울 광진구,84.26,15,510-5,N, ,11215, ,자양동
 ,더샵스타시티,2007, , , ,"277,500",11,12,2021,중개거래,서울 강남구,163.53,20,227-7,N, ,11215, ,자양동
 ,극동2,1989, , , ,"175,000",25,12,2021,중개거래,서울 광진구,84.55,11,218-1,N, ,11215, ,광장동
 ,구의자이르네,2021, , , ,"100,000",29,12,2021,직거래, ,73.6556,13,671,N, ,11215, ,구의동
 ,청구,1996, , , ,"116,000",4,12,2021,중개거래,서울 광진구,59.95,14,566,N, ,11215, ,광장동
 ,화양타워,1999, , , ,"8,500",7,12,2021,중개거래,서울 광진구,20.69,2,110-37,N, ,11215, ,화양동
 ,새한,2000, , , ,"93,000",29,1,2022,중개거래,서울 광진구,84.91,3,656,N, ,11215, ,구의동
 ,워커힐리버빌,1997, , , ,"202,000",28,1,2022,중개거래,서울 광진구,235.56,4,124,N, ,11215, ,광장동
 ,아차산한라아파트,2009, , , ,"59,500",25,1,2022,직거래, ,60.39,6,662,N, ,11215, ,구의동
 ,구의현대2단지,1996, , , ,"157,500",27,1,2022,중개거래,서울 광진구,84.91,8,611,N, ,11215, ,구의동
 ,현대프라임,1997, , , ,"216,000",14,1,2022,중개거래,서울 광진구,126.66,11,631-1,N, ,11215, ,구의동
 ,한강우성,1993, , , ,"151,000",21,1,2022,중개거래,서울 광진구,84.72,20,87-1,N, ,11215, ,자양동
 ,현대파크빌,2000, , , ,"171,000",19,1,2022,중개거래,서울 광진구,84.81,20,577,N, ,11215, ,광장동
 ,더샵스타시티,2007, , , ,"201,000",12,1,2022,중개거래,서울 광진구 서울 성동구,119.41,12,227-7,N, ,11215, ,자양동
 ,우성1,1988, , , ,"133,000",28,1,2022,중개거래,서울 광진구,79.75,11,579,N, ,11215, ,자양동
 ,한양,1983, , , ,"185,000",15,1,2022,중개거래,서울 광진구,107.31,11,695,N, ,11215, ,자양동
 ,위너스힐(111-89),2021, , , ,"50,000",24,2,2022,직거래, ,52.04,13,111-89,N, ,11215, ,화양동
 ,자양2현대,1995, , , ,"137,500",24,2,2022,중개거래,서울 광진구,84.88,6,761,N, ,11215, ,자양동
 ,AZ0213,2014, , , ,"38,300",25,2,2022,중개거래,서울 광진구 서울 서초구,42.97,6,252-9,N, ,11215, ,구의동
 ,대동,1999, , , ,"106,000",27,2,2022,중개거래,서울 광진구,59.54,9,784-1,N, ,11215, ,자양동
 ,자양현대6,1999, , , ,"108,300",23,2,2022,중개거래,서울 광진구,59.98,15,786,N, ,11215, ,자양동
 ,한강아남,1995, , , ,"105,000",15,2,2022,중개거래,서울 강동구,84.24,9,830,N, ,11215, ,자양동
 ,삼성쉐르빌,2001, , , ,"111,000",12,2,2022,중개거래,서울 광진구,84.94,16,199-18,N, ,11215, ,구의동
 ,현대프라임,1997, , , ,"117,000",21,2,2022,중개거래,서울 광진구,59.82,4,631-1,N, ,11215, ,구의동
 ,광진하우스토리한강,2008, , , ,"162,855",16,2,2022,직거래, ,141.54,13,813,N, ,11215, ,자양동
 ,자양10차현대홈타운,2002, , , ,"155,000",12,2,2022,중개거래,서울 광진구,84.46,10,792,N, ,11215, ,자양동
 ,극동1,1985, , , ,"229,000",19,3,2022,중개거래,서울 광진구,126.94,7,218-1,N, ,11215, ,광장동
 ,화양현대,1999, , , ,"92,000",31,3,2022,중개거래,서울 광진구,59.99,13,234,N, ,11215, ,화양동
 ,현대프라임,1997, , , ,"125,000",27,3,2022,중개거래,서울 광진구,59.82,20,631-1,N, ,11215, ,구의동
 ,청구,1996, , , ,"105,000",28,3,2022,중개거래,서울 광진구,59.95,6,566,N, ,11215, ,광장동
 ,금호베스트빌,2001, , , ,"124,800",25,3,2022,중개거래,서울 광진구 서울 노원구,59.93,16,578,N, ,11215, ,광장동
 ,자양동삼성,2001, , , ,"64,500",21,3,2022,중개거래,서울 광진구,84.83,1,645-1,N, ,11215, ,자양동
 ,청구,1996, , , ,"103,000",16,3,2022,중개거래,서울 광진구,59.95,6,566,N, ,11215, ,광장동
 ,자양우성7,1998, ,22.05.20,O,"149,000",14,3,2022,중개거래,서울 광진구,84.93,6,783-1,N, ,11215, ,자양동
 ,극동1,1985, ,22.06.15,O,"229,000",19,3,2022,중개거래,서울 광진구,126.94,7,218-1,N, ,11215, ,광장동
 ,워커힐,1978, , , ,"329,000",16,3,2022,중개거래,서울 광진구,226.45,12,145-8,N, ,11215, ,광장동
 ,현대5,1989, , , ,"175,000",30,4,2022,중개거래,서울 광진구,84.53,11,554-7,N, ,11215, ,광장동
 ,일성파크,1996, , , ,"92,500",29,4,2022,중개거래,서울 광진구,84.96,17,99,N, ,11215, ,군자동
 ,광장현대9단지,1999, , , ,"125,000",30,4,2022,중개거래,서울 광진구,59.97,17,576,N, ,11215, ,광장동
 ,구의현대2단지,1996, , , ,"130,000",19,4,2022,직거래, ,84.91,16,611,N, ,11215, ,구의동
 ,일성파크,1996, , , ,"80,800",27,4,2022,중개거래,서울 광진구,59.96,8,99,N, ,11215, ,군자동
